session_id,participant_id,conversation_order,condition_code,condition_order,conversation_within_condition,latin_square_sequence,created_at,updated_at,topic_id,variation_id,topic_prompt,topic_preference,style_name,model_size,model_name,personality_context_enabled,status
463daf07-f190-44ac-ba19-9fa7dc808f32,P-2644CBC033,11,F,6,1,3,2026-09-20T10:49:15,2026-09-20T12:15:25,T1,D,"You are at a supermarket in Greece, choosing lentils. You notice both branded options and supermarket own brands. What factors do you consider before deciding?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
04969173-57b0-46e0-80c9-6ff29d139147,P-2644CBC033,12,F,6,2,3,2026-09-20T10:49:15,2026-09-20T12:21:35,T1,C,"You are at a supermarket in Greece, choosing cheese. You notice both branded options and supermarket own brands. What factors do you consider before deciding?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
95ce5812-9b9e-4b2e-a508-a949e2da5bb5,P-2644CBC033,13,H,7,1,3,2026-09-20T10:49:15,2026-09-20T12:25:58,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
7a82e6e2-20d8-44ca-8355-698c78760fd1,P-2644CBC033,14,H,7,2,3,2026-09-20T10:49:15,2026-09-20T12:29:50,T6,A,"You receive an online order, but the package does not contain the exact items you purchased. How do you typically handle the situation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
363ee90b-c22d-482b-96ba-00bc8c863d8c,P-2644CBC033,15,G,8,1,3,2026-09-20T10:49:15,2026-09-20T12:34:44,T6,A,"You receive an online order, but the package does not contain the exact items you purchased. How do you typically handle the situation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
1f7346ec-536a-473c-a8e3-93814bcf208a,P-2644CBC033,16,G,8,2,3,2026-09-20T10:49:15,2026-09-20T12:39:24,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
3c41c0c1-6496-4632-8f0b-72977420c5e3,P-2DB0DA1D0E,1,E,1,1,5,2026-09-17T12:39:23,2026-09-17T12:43:03,T8,B,You are considering a weekend getaway within Greece. What factors influence your destination choice?,high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
6f86173f-4d08-4ef2-a7f7-61ac0a2372d3,P-2DB0DA1D0E,2,E,1,2,5,2026-09-17T12:39:23,2026-09-17T18:38:50,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
453656a0-4345-4206-b043-5a87f4d03478,P-2DB0DA1D0E,3,F,2,1,5,2026-09-17T12:39:23,2026-09-17T18:43:06,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
a0d7a6e4-7939-4870-a878-c3b6a334ef02,P-2DB0DA1D0E,4,F,2,2,5,2026-09-17T12:39:23,2026-09-17T18:48:34,T8,B,You are considering a weekend getaway within Greece. What factors influence your destination choice?,high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
3b484427-8f80-45f1-a60b-a77841c3e588,P-2DB0DA1D0E,5,D,3,1,5,2026-09-17T12:39:23,2026-09-17T18:51:11,T2,D,"A friend suggests ordering Indian food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
51589d92-8ff0-4b60-95fc-6cf67adce36e,P-2DB0DA1D0E,6,D,3,2,5,2026-09-17T12:39:23,2026-09-17T18:54:13,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
3ad69467-a8e2-4f72-ba28-e18c4a9492bf,P-2DB0DA1D0E,7,G,4,1,5,2026-09-17T12:39:23,2026-09-17T18:59:00,T2,D,"A friend suggests ordering Indian food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
e4e61a45-35f6-489b-8164-542f1f119c6b,P-2DB0DA1D0E,8,G,4,2,5,2026-09-17T12:39:23,2026-09-17T19:02:01,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
4d91ad16-3cd5-4163-b23f-ff1efc58cb32,P-2DB0DA1D0E,9,C,5,1,5,2026-09-17T12:39:23,2026-09-18T07:55:38,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
8093a953-2df9-4065-b695-8e9f6ca973e3,P-2DB0DA1D0E,10,C,5,2,5,2026-09-17T12:39:23,2026-09-18T07:59:47,T2,D,"A friend suggests ordering Indian food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
b81e9ed7-4f31-4ace-9c64-b69d1a70cc94,P-2DB0DA1D0E,11,H,6,1,5,2026-09-17T12:39:23,2026-09-18T08:03:03,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
1e32d4c5-7f0b-45b2-9101-c3c2bfcde957,P-2DB0DA1D0E,12,H,6,2,5,2026-09-17T12:39:23,2026-09-18T08:06:07,T2,D,"A friend suggests ordering Indian food, but you are not familiar with the cuisine. How do you respond during the conversation?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
36091ab3-7be0-43ac-8438-260ed8e57584,P-2DB0DA1D0E,13,B,7,1,5,2026-09-17T12:39:23,2026-09-18T08:09:53,T8,B,You are considering a weekend getaway within Greece. What factors influence your destination choice?,high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
afc7cb8f-9b35-448f-8b18-d3d1e7f9653b,P-2DB0DA1D0E,14,B,7,2,5,2026-09-17T12:39:23,2026-09-18T08:14:52,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
22e690ad-66cb-481f-8bab-829dc3f4c525,P-2DB0DA1D0E,15,A,8,1,5,2026-09-17T12:39:23,2026-09-18T08:18:20,T8,B,You are considering a weekend getaway within Greece. What factors influence your destination choice?,high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
95e90874-ddff-4b39-91a7-60e433098574,P-2DB0DA1D0E,16,A,8,2,5,2026-09-17T12:39:23,2026-09-18T08:20:47,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
48642a3f-359f-488c-9f5b-75b6a2bab7ec,P-41FE7B6C8E,1,G,1,1,7,2026-09-20T11:13:21,2026-09-20T11:19:30,T8,C,You have a few free days and are thinking about visiting a place in Greece you have never been before. How do you choose where to go?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
547c81d0-785f-4d2d-a284-e935b1332a47,P-41FE7B6C8E,2,G,1,2,7,2026-09-20T11:13:21,2026-09-20T11:42:45,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
158d9c05-ac19-4b1d-8f53-59e0156950b8,P-41FE7B6C8E,3,H,2,1,7,2026-09-20T11:13:21,2026-09-20T11:49:42,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
a60ea790-c49f-41e1-8e30-9f825e8d0ce5,P-41FE7B6C8E,4,H,2,2,7,2026-09-20T11:13:21,2026-09-20T11:54:06,T8,C,You have a few free days and are thinking about visiting a place in Greece you have never been before. How do you choose where to go?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
20bb8e74-79f5-4071-a628-62394c972155,P-41FE7B6C8E,5,F,3,1,7,2026-09-20T11:13:21,2026-09-20T12:04:39,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
a26c8d6a-8ecf-42e0-a509-5697e61464b1,P-41FE7B6C8E,6,F,3,2,7,2026-09-20T11:13:21,2026-09-20T12:09:31,T6,B,"You receive an online order, but one of the products arrives damaged. How do you typically handle the situation?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
70cf19cf-4031-495c-82a5-9e30e63eff25,P-41FE7B6C8E,7,A,4,1,7,2026-09-20T11:13:21,2026-09-20T12:14:08,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
cc7a8963-fc61-4cd5-9615-903ea975e0be,P-41FE7B6C8E,8,A,4,2,7,2026-09-20T11:13:21,2026-09-20T12:17:38,T6,B,"You receive an online order, but one of the products arrives damaged. How do you typically handle the situation?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
ddf2c467-8347-4034-a76c-ff2f4769ea1b,P-41FE7B6C8E,9,E,5,1,7,2026-09-20T11:13:21,2026-09-20T12:22:29,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
32c78a32-27b5-4e27-9de5-9cf8e15be0e4,P-41FE7B6C8E,10,E,5,2,7,2026-09-20T11:13:21,2026-09-20T12:27:04,T6,B,"You receive an online order, but one of the products arrives damaged. How do you typically handle the situation?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
904a173b-57ee-418f-ae55-10b660c5eabb,P-41FE7B6C8E,11,B,6,1,7,2026-09-20T11:13:21,2026-09-20T12:47:32,T6,C,"You receive an online order, but the delivery arrives much later than expected. How do you typically react?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
1e268c99-b9d1-4ce2-80f2-6099806861a5,P-41FE7B6C8E,12,B,6,2,7,2026-09-20T11:13:21,2026-09-20T12:51:13,T6,B,"You receive an online order, but one of the products arrives damaged. How do you typically handle the situation?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
632f3e70-edce-42d1-8972-4ed2559190f5,P-41FE7B6C8E,13,D,7,1,7,2026-09-20T11:13:21,2026-09-20T12:55:37,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
63002d1c-9ab2-4300-90f6-20514c4f2845,P-41FE7B6C8E,14,D,7,2,7,2026-09-20T11:13:21,2026-09-20T13:00:00,T8,C,You have a few free days and are thinking about visiting a place in Greece you have never been before. How do you choose where to go?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
bf12adc9-6206-4dc7-bfd7-db540e3bc125,P-41FE7B6C8E,15,C,8,1,7,2026-09-20T11:13:21,2026-09-20T13:03:09,T8,C,You have a few free days and are thinking about visiting a place in Greece you have never been before. How do you choose where to go?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
ca9d5c43-4dee-4b72-a115-100d21158992,P-41FE7B6C8E,16,C,8,2,7,2026-09-20T11:13:21,2026-09-20T13:06:37,T8,A,"You are considering a short trip to another region of Greece. What kind of experience are you looking for, and how do you decide?",low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
9224d3ed-2ed2-4685-964c-b0cfc485e948,P-44138CFA98,1,H,1,1,8,2026-09-19T07:11:27,2026-09-19T07:16:13,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
be121571-15e8-4a96-9ded-3b60d91847a3,P-44138CFA98,2,H,1,2,8,2026-09-19T07:11:27,2026-09-19T07:20:00,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
b8f7c864-5b0d-4022-9c3a-c2deda319e09,P-44138CFA98,3,A,2,1,8,2026-09-19T07:11:27,2026-09-19T07:24:08,T3,D,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Two shops offer very similar prices, but one includes free shipping. Which shop do you choose, and what factors influence your decision?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
93fe5d1d-83be-47e7-b6dd-f61a2332dca7,P-44138CFA98,4,A,2,2,8,2026-09-19T07:11:27,2026-09-19T16:47:14,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
e9a3cfd5-2a6c-4445-8934-387991e2b346,P-44138CFA98,5,G,3,1,8,2026-09-19T07:11:27,2026-09-19T16:51:36,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
74304f8d-1d7d-4fc4-8bc2-f8a5044973e8,P-44138CFA98,6,G,3,2,8,2026-09-19T07:11:27,2026-09-19T16:55:53,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
adc4bdb8-cdc4-4621-9b0c-7f5cfb9c1a78,P-44138CFA98,7,B,4,1,8,2026-09-19T07:11:27,2026-09-19T17:00:28,T3,D,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Two shops offer very similar prices, but one includes free shipping. Which shop do you choose, and what factors influence your decision?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
ec325b46-d013-415f-aea5-55623a0656b3,P-44138CFA98,8,B,4,2,8,2026-09-19T07:11:27,2026-09-19T17:02:12,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
f4efc0b5-9002-4569-824b-fcbe34064274,P-44138CFA98,9,F,5,1,8,2026-09-19T07:11:27,2026-09-19T18:06:46,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
e44739e8-5e9a-4bed-a678-6fbb07f94629,P-44138CFA98,10,F,5,2,8,2026-09-19T07:11:27,2026-09-19T18:12:12,T3,D,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Two shops offer very similar prices, but one includes free shipping. Which shop do you choose, and what factors influence your decision?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
6909eca8-1cfb-4b45-999f-58f6f6c0bf8e,P-44138CFA98,11,C,6,1,8,2026-09-19T07:11:27,2026-09-19T18:14:49,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
ce5372c1-e4b0-4882-91a1-380b2d155047,P-44138CFA98,12,C,6,2,8,2026-09-19T07:11:27,2026-09-19T18:16:40,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
cebc6689-b3eb-4a07-8da1-3f39b9826127,P-44138CFA98,13,E,7,1,8,2026-09-19T07:11:27,2026-09-19T18:21:15,T3,D,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Two shops offer very similar prices, but one includes free shipping. Which shop do you choose, and what factors influence your decision?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
7b1a9da6-6d7a-4356-9eab-43ef3c201af1,P-44138CFA98,14,E,7,2,8,2026-09-19T07:11:27,2026-09-19T18:25:05,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
dbf6766d-9a04-461e-bc59-0044cc86037f,P-44138CFA98,15,D,8,1,8,2026-09-19T07:11:27,2026-09-19T18:27:26,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
bcc1c60d-d19a-45a9-af2c-fd39b1e4bceb,P-44138CFA98,16,D,8,2,8,2026-09-19T07:11:27,2026-09-19T18:43:52,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
bda8893e-bc23-4acb-a7b8-ec8cda7a8307,P-482AABB718,1,C,1,1,3,2026-09-15T12:44:45,2026-09-15T18:22:47,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
cbdb663f-c231-482f-8a37-a76620fd7007,P-482AABB718,2,C,1,2,3,2026-09-15T12:44:45,2026-09-15T18:25:10,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
8726895a-87cf-4184-b683-3f16a0a9ab0a,P-482AABB718,3,D,2,1,3,2026-09-15T12:44:45,2026-09-15T18:29:57,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
ecee712d-691e-43ad-b102-afc0b1183889,P-482AABB718,4,D,2,2,3,2026-09-15T12:44:45,2026-09-15T18:46:37,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
33ad0f17-eeed-42b1-9786-d601d92dbf95,P-482AABB718,5,B,3,1,3,2026-09-15T12:44:45,2026-09-15T18:50:31,T5,B,"After completing a demanding task or exam, you finally have some free time. How do you usually relax?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
8f7207da-dc3f-4412-9b6b-90ed4daedc5f,P-482AABB718,6,B,3,2,3,2026-09-15T12:44:45,2026-09-15T18:55:35,T5,A,"After a long and tiring day, you return home with no immediate obligations. How do you usually spend that time?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,0,complete
1190bf41-27f4-4277-9966-33c4bf150fa2,P-482AABB718,7,E,4,1,3,2026-09-15T12:44:45,2026-09-15T19:00:38,T5,B,"After completing a demanding task or exam, you finally have some free time. How do you usually relax?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
b3ee33c2-85e3-455e-8907-900eb70e4e8f,P-482AABB718,8,E,4,2,3,2026-09-15T12:44:45,2026-09-15T19:03:52,T5,A,"After a long and tiring day, you return home with no immediate obligations. How do you usually spend that time?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
55354ad4-3a58-4166-81a2-da7515337603,P-482AABB718,9,A,5,1,3,2026-09-15T12:44:45,2026-09-15T19:06:46,T5,A,"After a long and tiring day, you return home with no immediate obligations. How do you usually spend that time?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
07ae710c-6ca7-4f8e-81f4-a4bcc23cbb55,P-482AABB718,10,A,5,2,3,2026-09-15T12:44:45,2026-09-15T19:55:03,T5,B,"After completing a demanding task or exam, you finally have some free time. How do you usually relax?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
2e7f012c-50fd-4d49-bdab-6620411b721f,P-482AABB718,11,F,6,1,3,2026-09-15T12:44:45,2026-09-15T19:59:17,T5,B,"After completing a demanding task or exam, you finally have some free time. How do you usually relax?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
f6fd2c90-1492-473a-b3ee-a1829db1903f,P-482AABB718,12,F,6,2,3,2026-09-15T12:44:45,2026-09-15T20:02:23,T5,A,"After a long and tiring day, you return home with no immediate obligations. How do you usually spend that time?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
d31f9a6a-b5bf-4e19-bb29-62c2890fa663,P-482AABB718,13,H,7,1,3,2026-09-15T12:44:45,2026-09-15T20:07:49,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
7e01d3af-48f4-407f-9dc9-7c648b2efcec,P-482AABB718,14,H,7,2,3,2026-09-15T12:44:45,2026-09-15T20:14:30,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
3c81d34c-f4df-4587-90f0-51cd5209dd1d,P-482AABB718,15,G,8,1,3,2026-09-15T12:44:45,2026-09-15T20:21:27,T4,B,Think about a typical weekday evening after returning from work or university. How do you usually spend that time?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
d5e96027-aadf-483d-9928-f89554d05de7,P-482AABB718,16,G,8,2,3,2026-09-15T12:44:45,2026-09-15T20:27:02,T4,A,Think about a typical weekday morning before leaving for work or university. How does that routine usually unfold?,low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
2d114f04-9e62-4098-915c-2bfa96c64f9c,P-4CD2E82E33,1,G,1,1,7,2026-09-15T19:35:06,2026-09-15T19:38:50,T3,C,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. One shop has a slightly lower price, while another has many more customer reviews. Which shop do you choose, and why?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
15f00c5f-1499-4cbc-bbe4-61e03f8bf1d5,P-4CD2E82E33,2,G,1,2,7,2026-09-15T19:35:06,2026-09-15T19:43:09,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
06f04012-b566-438c-8e2e-8ab18d27617f,P-4CD2E82E33,3,H,2,1,7,2026-09-15T19:35:06,2026-09-15T19:46:02,T3,B,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. Several shops offer the same product. Two shops have identical ratings but different delivery times. Which shop do you choose, and why?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
6cf0f484-1922-49a9-bb48-cf5f5d353e44,P-4CD2E82E33,4,H,2,2,7,2026-09-15T19:35:06,2026-09-15T19:48:54,T3,C,"You are browsing products on an online marketplace (e.g., Skroutz) and want to place an order. One shop has a slightly lower price, while another has many more customer reviews. Which shop do you choose, and why?",low,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
b354d983-b3f6-4382-91c0-d826298d361d,P-4CD2E82E33,5,F,3,1,7,2026-09-15T19:35:06,2026-09-16T06:46:34,T2,C,"A friend suggests ordering Lebanese food, but you are not familiar with the cuisine. How do you respond during the conversation?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
8bcc4142-9d31-4a4c-84dc-fcbfb8a99ce6,P-4CD2E82E33,6,F,3,2,7,2026-09-15T19:35:06,2026-09-16T06:50:29,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,0,complete
49e14ef1-55a1-4a2a-a2b9-d76f40e44d62,P-4CD2E82E33,7,A,4,1,7,2026-09-15T19:35:06,2026-09-16T06:59:37,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
07eb80d3-600b-4914-bf38-02316ef1431c,P-4CD2E82E33,8,A,4,2,7,2026-09-15T19:35:06,2026-09-16T07:07:17,T2,C,"A friend suggests ordering Lebanese food, but you are not familiar with the cuisine. How do you respond during the conversation?",high,Neutral Engagement Agent,small,google/gemma-3-4b-it,1,complete
29bda023-911e-4d48-8124-826151032ddd,P-4CD2E82E33,9,E,5,1,7,2026-09-15T19:35:06,2026-09-16T07:17:16,T2,B,"A friend suggests ordering Chinese food, but you are not familiar with the cuisine. How do you respond during the conversation?",high,Neutral Engagement Agent,medium,google/gemma-4-31b-it,1,complete
